libassuan0:arm64	2.5.6-1build1	arm64	libassuan	2.5.6-1build1
libattr1:arm64	1:2.5.2-1ubuntu0.1	arm64	attr	1:2.5.2-1ubuntu0.1
libaudit-common	1:3.1.2-2.1build1.1	all	audit	1:3.1.2-2.1build1.1
libaudit1:arm64	1:3.1.2-2.1build1.1	arm64	audit	1:3.1.2-2.1build1.1
libblkid1:arm64	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
libbrotli1:arm64	1.1.0-2build2	arm64	brotli	1.1.0-2build2
libbsd0:arm64	0.12.1-1build1.1	arm64	libbsd	0.12.1-1build1.1
libbz2-1.0:arm64	1.0.8-5.1ubuntu0.1	arm64	bzip2	1.0.8-5.1ubuntu0.1
libc-bin	2.39-0ubuntu8.8	arm64	glibc	2.39-0ubuntu8.8
libc6:arm64	2.39-0ubuntu8.8	arm64	glibc	2.39-0ubuntu8.8
libcap-ng0:arm64	0.8.4-2build2	arm64	libcap-ng	0.8.4-2build2
libcap2:arm64	1:2.66-5ubuntu2.4	arm64	libcap2	1:2.66-5ubuntu2.4
libcbor0.10:arm64	0.10.2-1.2ubuntu2	arm64	libcbor	0.10.2-1.2ubuntu2
libcom-err2:arm64	1.47.0-2.4~exp1ubuntu4.1	arm64	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
libcrypt1:arm64	1:4.4.36-4build1	arm64	libxcrypt	1:4.4.36-4build1
libcurl3t64-gnutls:arm64	8.5.0-2ubuntu10.13	arm64	curl	8.5.0-2ubuntu10.13
libdb5.3t64:arm64	5.3.28+dfsg2-7	arm64	db5.3	5.3.28+dfsg2-7
libdebconfclient0:arm64	0.271ubuntu3	arm64	cdebconf	0.271ubuntu3
libedit2:arm64	3.1-20230828-1build1	arm64	libedit	3.1-20230828-1build1
liberror-perl	0.17029-2	all	liberror-perl	0.17029-2
libexpat1:arm64	2.6.1-2ubuntu0.4	arm64	expat	2.6.1-2ubuntu0.4
libext2fs2t64:arm64	1.47.0-2.4~exp1ubuntu4.1	arm64	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
libffi8:arm64	3.4.6-1build1	arm64	libffi	3.4.6-1build1
libfido2-1:arm64	1.14.0-1build3	arm64	libfido2	1.14.0-1build3
libgcc-s1:arm64	14.2.0-4ubuntu2~24.04.1	arm64	gcc-14	14.2.0-4ubuntu2~24.04.1
libgcrypt20:arm64	1.10.3-2ubuntu0.2	arm64	libgcrypt20	1.10.3-2ubuntu0.2
libgdbm-compat4t64:arm64	1.23-5.1build1	arm64	gdbm	1.23-5.1build1
libgdbm6t64:arm64	1.23-5.1build1	arm64	gdbm	1.23-5.1build1
libgmp10:arm64	2:6.3.0+dfsg-2ubuntu6.1	arm64	gmp	2:6.3.0+dfsg-2ubuntu6.1
libgnutls30t64:arm64	3.8.3-1.1ubuntu3.6	arm64	gnutls28	3.8.3-1.1ubuntu3.6
libgpg-error0:arm64	1.47-3build2.1	arm64	libgpg-error	1.47-3build2.1
libgssapi-krb5-2:arm64	1.20.1-6ubuntu2.8	arm64	krb5	1.20.1-6ubuntu2.8
libhogweed6t64:arm64	3.9.1-2.2build1.1	arm64	nettle	3.9.1-2.2build1.1
libidn2-0:arm64	2.3.7-2build1.1	arm64	libidn2	2.3.7-2build1.1
libk5crypto3:arm64	1.20.1-6ubuntu2.8	arm64	krb5	1.20.1-6ubuntu2.8
libkeyutils1:arm64	1.6.3-3build1	arm64	keyutils	1.6.3-3build1
libkrb5-3:arm64	1.20.1-6ubuntu2.8	arm64	krb5	1.20.1-6ubuntu2.8
libkrb5support0:arm64	1.20.1-6ubuntu2.8	arm64	krb5	1.20.1-6ubuntu2.8
libldap2:arm64	2.6.10+dfsg-0ubuntu0.24.04.1	arm64	openldap	2.6.10+dfsg-0ubuntu0.24.04.1
liblz4-1:arm64	1.9.4-1build1.1	arm64	lz4	1.9.4-1build1.1
liblzma5:arm64	5.6.1+really5.4.5-1ubuntu0.3	arm64	xz-utils	5.6.1+really5.4.5-1ubuntu0.3
libmd0:arm64	1.1.0-2build1.1	arm64	libmd	1.1.0-2build1.1
libmount1:arm64	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
libncursesw6:arm64	6.4+20240113-1ubuntu2.2	arm64	ncurses	6.4+20240113-1ubuntu2.2
libnettle8t64:arm64	3.9.1-2.2build1.1	arm64	nettle	3.9.1-2.2build1.1
libnghttp2-14:arm64	1.59.0-1ubuntu0.4	arm64	nghttp2	1.59.0-1ubuntu0.4
libnpth0t64:arm64	1.6-3.1build1	arm64	npth	1.6-3.1build1
libp11-kit0:arm64	0.25.3-4ubuntu2.2	arm64	p11-kit	0.25.3-4ubuntu2.2
libpam-modules:arm64	1.5.3-5ubuntu5.7	arm64	pam	1.5.3-5ubuntu5.7
libpam-modules-bin	1.5.3-5ubuntu5.7	arm64	pam	1.5.3-5ubuntu5.7
libpam-runtime	1.5.3-5ubuntu5.7	all	pam	1.5.3-5ubuntu5.7
libpam0g:arm64	1.5.3-5ubuntu5.7	arm64	pam	1.5.3-5ubuntu5.7
libpcre2-8-0:arm64	10.42-4ubuntu2.1	arm64	pcre2	10.42-4ubuntu2.1
libperl5.38t64:arm64	5.38.2-3.2ubuntu0.4	arm64	perl	5.38.2-3.2ubuntu0.4
libproc2-0:arm64	2:4.0.4-4ubuntu3.3	arm64	procps	2:4.0.4-4ubuntu3.3
libpsl5t64:arm64	0.21.2-1.1build1	arm64	libpsl	0.21.2-1.1build1
librtmp1:arm64	2.4+20151223.gitfa8646d.1-2build7	arm64	rtmpdump	2.4+20151223.gitfa8646d.1-2build7
libsasl2-2:arm64	2.1.28+dfsg1-5ubuntu3.1	arm64	cyrus-sasl2	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db:arm64	2.1.28+dfsg1-5ubuntu3.1	arm64	cyrus-sasl2	2.1.28+dfsg1-5ubuntu3.1
libseccomp2:arm64	2.5.5-1ubuntu3.1	arm64	libseccomp	2.5.5-1ubuntu3.1
libselinux1:arm64	3.5-2ubuntu2.1	arm64	libselinux	3.5-2ubuntu2.1
libsemanage-common	3.5-1build5	all	libsemanage	3.5-1build5
libsemanage2:arm64	3.5-1build5	arm64	libsemanage	3.5-1build5
libsepol2:arm64	3.5-2build1	arm64	libsepol	3.5-2build1
libsmartcols1:arm64	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
libss2:arm64	1.47.0-2.4~exp1ubuntu4.1	arm64	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
libssh-4:arm64	0.10.6-2ubuntu0.5	arm64	libssh	0.10.6-2ubuntu0.5
libssl3t64:arm64	3.0.13-0ubuntu3.15	arm64	openssl	3.0.13-0ubuntu3.15
libstdc++6:arm64	14.2.0-4ubuntu2~24.04.1	arm64	gcc-14	14.2.0-4ubuntu2~24.04.1
libsystemd0:arm64	255.4-1ubuntu8.17	arm64	systemd	255.4-1ubuntu8.17
libtasn1-6:arm64	4.19.0-3ubuntu0.24.04.2	arm64	libtasn1-6	4.19.0-3ubuntu0.24.04.2
libtinfo6:arm64	6.4+20240113-1ubuntu2.2	arm64	ncurses	6.4+20240113-1ubuntu2.2
libudev1:arm64	255.4-1ubuntu8.17	arm64	systemd	255.4-1ubuntu8.17
libunistring5:arm64	1.1-2build1.1	arm64	libunistring	1.1-2build1.1
libuuid1:arm64	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
libwrap0:arm64	7.6.q-33	arm64	tcp-wrappers	7.6.q-33
libxxhash0:arm64	0.8.2-2build1	arm64	xxhash	0.8.2-2build1
libzstd1:arm64	1.5.5+dfsg2-2build1.1	arm64	libzstd	1.5.5+dfsg2-2build1.1
login	1:4.13+dfsg1-4ubuntu3.2	arm64	shadow	1:4.13+dfsg1-4ubuntu3.2
logsave	1.47.0-2.4~exp1ubuntu4.1	arm64	e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
mawk	1.3.4.20240123-1build1	arm64	mawk	1.3.4.20240123-1build1
mount	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
ncurses-base	6.4+20240113-1ubuntu2.2	all	ncurses	6.4+20240113-1ubuntu2.2
ncurses-bin	6.4+20240113-1ubuntu2.2	arm64	ncurses	6.4+20240113-1ubuntu2.2
openssh-client	1:9.6p1-3ubuntu13.19	arm64	openssh	1:9.6p1-3ubuntu13.19
openssh-server	1:9.6p1-3ubuntu13.19	arm64	openssh	1:9.6p1-3ubuntu13.19
openssh-sftp-server	1:9.6p1-3ubuntu13.19	arm64	openssh	1:9.6p1-3ubuntu13.19
openssl	3.0.13-0ubuntu3.15	arm64	openssl	3.0.13-0ubuntu3.15
passwd	1:4.13+dfsg1-4ubuntu3.2	arm64	shadow	1:4.13+dfsg1-4ubuntu3.2
perl	5.38.2-3.2ubuntu0.4	arm64	perl	5.38.2-3.2ubuntu0.4
perl-base	5.38.2-3.2ubuntu0.4	arm64	perl	5.38.2-3.2ubuntu0.4
perl-modules-5.38	5.38.2-3.2ubuntu0.4	all	perl	5.38.2-3.2ubuntu0.4
procps	2:4.0.4-4ubuntu3.3	arm64	procps	2:4.0.4-4ubuntu3.3
sed	4.9-2ubuntu0.24.04.1	arm64	sed	4.9-2ubuntu0.24.04.1
sensible-utils	0.0.22	all	sensible-utils	0.0.22
sysvinit-utils	3.08-6ubuntu3	arm64	sysvinit	3.08-6ubuntu3
tar	1.35+dfsg-3ubuntu0.4	arm64	tar	1.35+dfsg-3ubuntu0.4
ubuntu-keyring	2023.11.28.1	all	ubuntu-keyring	2023.11.28.1
ucf	3.0043+nmu1	all	ucf	3.0043+nmu1
util-linux	2.39.3-9ubuntu6.6	arm64	util-linux	2.39.3-9ubuntu6.6
zlib1g:arm64	1:1.3.dfsg-3.1ubuntu2.2	arm64	zlib	1:1.3.dfsg-3.1ubuntu2.2
